Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Seats;Price_in_Euro;Brand;Model;Engine_numeric;Power_numeric;is_Sold_new
Chennai;2012;120000;Diesel;0;Second;22.3;5;2860.0;Tata;Indica Vista Quadrajet VX;1248.0;98.6;0
Kolkata;2010;45000;Petrol;0;First;18.5;5;2090.0;Hyundai;i20 1.2 Magna;1197.0;98.6;0
Kochi;2015;54996;Diesel;1;First;17.85;4;67045.0;Porsche;Panamera Diesel;2967.0;300.0;0
Coimbatore;2017;22874;Petrol;0;First;15.1;5;4884.0;Maruti;Eeco Smiles 5 Seater AC;1196.0;98.6;0
Chennai;2012;58000;Diesel;1;Second;22.69;5;16830.0;BMW;3 Series 320d Sport;1995.0;190.0;0
Chennai;2016;86000;Diesel;0;Second;25.47;7;9019.999999999998;Maruti;Ertiga VDI;1248.0;88.5;1
Ahmedabad;2014;69000;Petrol;1;First;16.9;5;5775.0;Hyundai;Xcent 1.2 Kappa AT S Option;1197.0;81.86;0
Pune;2016;55001;Petrol;1;Second;16.93;5;9350.0;Volkswagen;Vento 1.2 TSI Highline AT;1197.0;103.2;0
Chennai;2015;28000;Diesel;1;First;15.73;5;26125.0;Audi;Q3 35 TDI Quattro Premium;1968.0;174.33;0
Delhi;2013;53213;Petrol;0;First;19.81;5;3014.0;Hyundai;i10 Magna 1.1;1086.0;68.05;0
Coimbatore;2016;44340;Diesel;1;First;16.96;5;15213.0;Volkswagen;Jetta 2013-2015 2.0L TDI Highline AT;1968.0;138.03;0
Mumbai;2017;16900;Petrol;0;First;21.1;5;7689.0;Maruti;Baleno RS 1.0 Petrol;998.0;100.0;0
Jaipur;2009;57000;Petrol;0;First;19.81;5;2475.0;Hyundai;i10 Era;1086.0;68.05;0
Hyderabad;2013;83165;Diesel;0;First;12.8;8;12639.0;Toyota;Innova 2.5 G4 Diesel 8-seater;2494.0;102.0;0
Coimbatore;2012;24735;Petrol;0;Second;18.6;5;3157.0;Chevrolet;Beat LT;1199.0;79.4;0
Kolkata;2005;65175;Diesel;0;First;12.8;8;3575.0;Toyota;Innova 2.5 G3;2494.0;102.0;0
Pune;2009;60000;Petrol;0;Second;9.8;5;3850.0;Honda;Accord 2.4 Inspire M/T;2354.0;180.0;0
Kochi;2017;60357;Diesel;0;First;25.32;6;4939.0;Mahindra;KUV 100 mFALCON D75 K4 Plus;1198.0;98.6;0
Jaipur;2011;77000;Diesel;0;First;22.07;5;3190.0;Volkswagen;Polo Diesel Trendline 1.2L;1199.0;73.9;0
Coimbatore;2014;85301;Petrol;0;First;12.4;8;13596.0;Toyota;Innova 2.0 GX 8 STR;1998.0;132.0;0
Mumbai;2011;50000;Diesel;1;First;11.79;8;6600.0;Mahindra;Scorpio VLX AT AIRBAG BSIV;2179.0;120.0;0
Chennai;2010;58000;Diesel;1;First;16.46;5;34100.0;BMW;7 Series 730Ld Sedan;2993.0;258.0;0
Kolkata;2015;39000;Diesel;0;First;25.6;5;6039.0;Honda;City i-DTEC SV;1498.0;98.6;1
Coimbatore;2015;46190;Diesel;0;First;22.07;5;6446.0;Volkswagen;Polo Diesel Comfortline 1.2L;1199.0;73.9;0
Mumbai;2015;83000;Diesel;0;First;16.0;7;9900.0;Mahindra;XUV500 W8 2WD;2179.0;140.0;0
Jaipur;2016;33000;Petrol;0;First;16.09;5;8470.0;Volkswagen;Vento 1.6 Highline;1598.0;103.5;1
Coimbatore;2017;27279;Petrol;0;First;17.4;5;10417.0;Honda;City i VTEC V;1497.0;117.3;0
Bangalore;2014;53900;Diesel;1;First;14.16;5;31900.0;Audi;Q5 2.0 TDI Premium Plus;1968.0;174.3;0
Kochi;2012;63998;Petrol;1;First;17.0;5;5962.0;Honda;City 1.5 V AT Exclusive;1497.0;118.0;0
Coimbatore;2016;57932;Petrol;0;First;20.4;5;7029.0;Maruti;Swift VXI BSIV;1197.0;81.8;0
Jaipur;2015;25000;Petrol;0;First;22.74;5;3025.0;Maruti;Alto 800 LXI;796.0;47.3;0
Chennai;2011;169000;Diesel;0;First;20.0;5;2750.0;Ford;Figo Diesel Titanium;1399.0;98.6;0
Delhi;2012;53000;Petrol;0;First;17.92;5;2585.0;Hyundai;Santro Xing GL Plus;1086.0;62.1;0
Coimbatore;2015;43053;Petrol;0;First;18.9;5;5115.0;Maruti;Wagon R VXI;998.0;67.1;0
Ahmedabad;2014;75000;Diesel;0;First;26.0;5;6600.0;Honda;City i DTEC SV;1498.0;98.6;0
Pune;2012;89000;Petrol;0;Second;16.8;5;3850.0;Honda;City V MT AVN;1497.0;116.3;0
Hyderabad;2014;75578;Diesel;0;First;25.1;5;7700.0;Honda;City i DTEC VX;1498.0;98.6;0
Bangalore;2014;46676;Petrol;0;First;17.0;5;8525.0;Hyundai;Verna VTVT 1.6 SX;1591.0;121.3;1
Kochi;2014;51349;Petrol;0;First;24.07;5;3223.0;Maruti;Alto K10 LXI;998.0;67.1;1
Kolkata;2014;34233;Diesel;1;First;14.21;5;24750.0;Mercedes-Benz;E-Class 2009-2013 E250 CDI Avantgarde;2143.0;203.0;0
Coimbatore;2014;39626;Diesel;1;First;11.2;4;44725.99999999999;BMW;X6 xDrive30d;2993.0;241.0;0
Pune;2008;82500;Petrol;0;First;14.0;5;1925.0;Maruti;Wagon R LXI BSIII;1061.0;98.6;0
Hyderabad;2015;63000;Diesel;0;Second;19.72;5;9019.999999999998;Renault;Duster RXZ AWD;1461.0;108.45;0
Delhi;2011;77001;Diesel;0;First;12.05;8;4939.0;Mahindra;Scorpio VLX 2.2 mHawk Airbag BSIV;2179.0;120.0;0
Chennai;2016;43000;Diesel;1;First;10.91;7;29150.0;Ford;Endeavour 3.2 Trend AT 4X4;3198.0;197.2;0
Hyderabad;2011;61111;Petrol;0;First;19.0;5;2860.0;Maruti;Zen Estilo LXI BS IV;998.0;67.1;0
Kolkata;2011;43000;Petrol;0;First;20.36;5;2739.0;Hyundai;i10 Asta;1197.0;78.9;0
Hyderabad;2013;47000;Petrol;1;First;16.5;5;5940.0;Honda;Brio VX AT;1198.0;86.8;0
Jaipur;2017;34000;Petrol;1;First;20.51;5;4784.999999999999;Maruti;Wagon R AMT VXI;998.0;98.6;0
Coimbatore;2018;22060;Diesel;1;First;18.51;5;36002.99999999999;Audi;Q3 30 TDI Premium FWD;1968.0;147.51;1
Chennai;2012;63000;Diesel;1;First;0.0;5;28600.0;Mercedes-Benz;M-Class ML 350 4Matic;2987.0;165.0;0
Jaipur;2011;80000;Petrol;0;First;18.9;5;2750.0;Maruti;Wagon R LXI;998.0;67.1;0
Kochi;2015;13506;Diesel;1;First;18.25;5;23826.0;Audi;A4 35 TDI Premium Plus;1968.0;187.74;1
Mumbai;2016;16000;Petrol;0;First;25.17;5;3289.0;Renault;KWID RXT Optional;799.0;53.3;1
Kolkata;2016;31006;Petrol;0;First;24.7;5;2871.0;Maruti;Alto 800 2016-2019 VXI;796.0;47.3;0
Delhi;2013;91200;Diesel;0;First;12.99;8;9075.0;Toyota;Innova 2.5 GX (Diesel) 8 Seater;2494.0;100.0;0
Pune;2015;43000;Petrol;1;First;14.53;5;13750.0;Toyota;Corolla Altis 2008-2013 1.8 VL AT;1794.0;138.1;0
Hyderabad;2015;45000;Diesel;0;First;25.83;5;6050.0;Ford;Figo 2015-2019 1.5D Titanium Plus MT;1498.0;98.6;0
Coimbatore;2014;28637;Petrol;0;First;19.4;5;6083.0;Honda;Brio S MT;1198.0;86.8;0
Pune;2004;69870;Petrol;0;Second;14.2;5;1210.0;Ford;Ikon 1.6 ZXI NXt;1597.0;98.6;0
Mumbai;2014;84000;Diesel;0;First;12.05;7;7535.0;Mahindra;Scorpio 2009-2014 LX 2WD 7S;2179.0;120.0;0
Coimbatore;2007;84143;Petrol;0;First;13.0;5;18799.0;Mercedes-Benz;S-Class 320 L;2987.0;210.0;0
Delhi;2012;77000;Diesel;0;Second;12.05;8;5423.0;Mahindra;Scorpio SLE BSIV;2179.0;120.0;0
Ahmedabad;2012;75000;Diesel;1;Second;12.39;5;19250.0;Land_Rover;Freelander 2 SE;2179.0;147.51;0
Delhi;2011;76155;Petrol;0;First;18.6;5;2145.0;Chevrolet;Beat LS;1199.0;79.4;0
Bangalore;2014;98000;Diesel;0;First;22.9;5;6710.0;Maruti;Swift ZDi;1248.0;98.6;0
Mumbai;2008;48233;Petrol;0;Second;13.4;5;1980.0;Toyota;Corolla H2;1794.0;125.0;0
Bangalore;2015;63000;Diesel;1;First;13.22;5;37950.0;Audi;Q5 3.0 TDI Quattro;2967.0;241.4;0
Coimbatore;2015;34063;Petrol;0;First;21.1;5;4411.0;Hyundai;EON Era Plus;814.0;55.2;0
Kolkata;2013;32576;Petrol;0;First;19.5;5;3465.0;Honda;Amaze S Petrol;1199.0;88.76;1
Mumbai;2015;28843;Petrol;1;First;17.01;5;6039.0;Ford;Figo Aspire 1.5 Ti-VCT Titanium;1499.0;110.5;0
Bangalore;2016;26000;Diesel;1;Second;19.6;5;11000.0;Renault;Duster 110PS Diesel RxL AMT;1461.0;108.45;0
Kolkata;2013;39000;Petrol;1;First;15.6;5;5005.0;Honda;City V AT;1497.0;116.3;0
Mumbai;2010;66000;Petrol;0;First;19.7;5;1650.0;Maruti;Alto LXi;796.0;46.3;0
Kolkata;2011;38002;Petrol;0;First;20.36;5;2365.0;Hyundai;i10 Magna 1.2;1197.0;78.9;0
Chennai;2010;49000;Petrol;0;Second;18.0;5;1540.0;Chevrolet;Spark 1.0 LS;995.0;98.6;0
Bangalore;2014;52000;Diesel;0;First;21.14;5;6820.0;Skoda;Rapid 1.5 TDI Ambition Plus;1498.0;103.6;0
Mumbai;2013;56500;Diesel;1;First;17.68;5;21780.0;Audi;A6 2011-2015 2.0 TDI Premium Plus;1968.0;174.33;0
Mumbai;2015;20568;Petrol;0;First;18.7;5;6160.0;Honda;Jazz 1.2 V i VTEC;1199.0;88.7;0
Mumbai;2015;26000;Petrol;0;First;15.29;5;10450.0;Hyundai;Creta 1.6 SX Plus Dual Tone Petrol;1591.0;121.3;0
Delhi;2012;56000;Petrol;0;First;18.6;5;2431.0;Chevrolet;Beat LS;1199.0;79.4;0
Coimbatore;2017;27509;Petrol;0;First;22.7;5;3641.0;Datsun;redi-GO T Option;799.0;53.64;1
Kochi;2016;36216;Petrol;0;First;19.1;5;5984.0;Hyundai;Xcent 1.2 Kappa S Option;1197.0;81.86;0
Kolkata;2009;28888;Petrol;1;First;10.0;5;8316.0;Mercedes-Benz;E-Class 230 E AT;2496.0;157.7;0
Jaipur;2011;120000;Diesel;0;Second;22.9;5;3520.0;Maruti;Swift ZDi;1248.0;98.6;0
Kochi;2018;31396;Petrol;0;First;23.1;5;6083.0;Maruti;Celerio ZXI;998.0;67.04;0
Hyderabad;2015;79000;Diesel;1;First;19.3;5;18700.0;Skoda;Octavia Elegance 2.0 TDI AT;1968.0;141.0;0
Delhi;2010;62000;Petrol;1;First;16.8;5;3905.0;Honda;City 1.5 V AT;1497.0;118.0;0
Chennai;2006;120000;Petrol;1;Second;9.0;5;2915.0;Honda;Accord V6 AT;2997.0;218.0;0
Mumbai;2016;53000;Petrol;1;First;14.67;5;19635.0;Skoda;Superb Style 1.8 TSI AT;1798.0;177.46;1
Coimbatore;2010;124313;Diesel;0;First;12.99;8;8756.0;Toyota;Innova 2.5 G (Diesel) 8 Seater;2494.0;100.6;0
Pune;2015;26725;Petrol;1;First;23.1;5;4675.0;Maruti;Celerio VXI AT;998.0;67.04;0
Kolkata;2014;45617;Diesel;0;First;20.77;7;6435.0;Maruti;Ertiga VDI;1248.0;88.76;0
Mumbai;2013;37000;Diesel;1;First;20.0;5;14300.0;Mercedes-Benz;A Class A180 CDI;2143.0;107.3;0
Kochi;2010;109147;Diesel;0;First;14.0;8;2915.0;Mahindra;Xylo E2;2498.0;112.0;0
Ahmedabad;2014;59000;Diesel;0;First;25.8;5;5225.0;Honda;Amaze E i-Dtech;1498.0;98.6;0
Pune;2015;28000;Petrol;0;First;25.17;5;2915.0;Renault;KWID RXT;799.0;53.3;0
Pune;2017;4700;Petrol;0;First;25.17;5;3300.0;Renault;KWID RXT;799.0;53.3;0
Coimbatore;2014;72469;Diesel;1;First;12.07;7;35772.0;Audi;Q7 3.0 TDI Quattro Premium Plus;2967.0;241.4;0
Pune;2014;57539;Diesel;1;First;22.32;5;8525.0;Hyundai;Verna 1.6 SX CRDI (O) AT;1582.0;126.32;0
Delhi;2016;42000;Diesel;1;First;11.36;7;21560.0;Toyota;Innova Crysta 2.8 ZX AT;2755.0;171.5;1
Delhi;2010;62489;Petrol;0;First;17.0;5;2860.0;Hyundai;i20 Sportz Option;1197.0;98.6;0
Mumbai;2013;51167;Petrol;0;First;16.47;5;4136.0;Volkswagen;Polo Petrol Comfortline 1.2L;1198.0;73.9;0
Chennai;2012;130000;Diesel;0;First;20.54;5;5225.0;Volkswagen;Vento Diesel Trendline;1598.0;103.6;0
Mumbai;2007;63000;Petrol;0;Second;17.7;5;1925.0;Honda;City ZX GXi;1497.0;98.6;0
Bangalore;2011;60000;Petrol;0;First;16.2;5;4345.0;Hyundai;Verna Transform Xxi ABS;1599.0;103.2;0
Pune;2005;123200;Petrol;0;Second;13.2;5;1100.0;Hyundai;Accent GLE;1495.0;98.6;0
Jaipur;2011;115692;Diesel;1;First;20.0;5;4950.0;Skoda;Laura Ambiente 2.0 TDI CR AT;1968.0;138.1;0
Coimbatore;2011;87073;Petrol;1;First;10.93;5;18953.0;Mercedes-Benz;E-Class 2009-2013 E 250 Elegance;2497.0;204.0;0
Kochi;2015;40901;Petrol;0;First;18.6;5;6336.0;Hyundai;i20 Sportz 1.2;1197.0;81.83;0
Coimbatore;2013;36264;Petrol;0;First;20.36;5;4752.0;Hyundai;i10 Magna 1.2;1197.0;78.9;0
Delhi;2009;60000;Petrol;0;Second;19.81;5;2090.0;Hyundai;i10 Magna 1.1L;1086.0;68.05;0
Pune;2018;20000;Petrol;0;First;17.0;5;6050.0;Volkswagen;Ameo 1.2 MPI Anniversary Edition;1198.0;98.6;0
Mumbai;2014;68400;Petrol;1;First;12.98;5;14850.0;Toyota;Camry 2.5 G;2494.0;178.4;0
Bangalore;2013;71231;Diesel;0;Second;16.0;7;10725.0;Mahindra;XUV500 W8 2WD;2179.0;140.0;0
Hyderabad;2011;75000;Diesel;1;First;17.2;5;10384.0;Skoda;Superb Elegance 2.0 TDI CR AT;1968.0;138.1;0
Mumbai;2018;1997;Petrol;1;First;22.5;5;4895.0;Maruti;Wagon R VXI AMT;998.0;98.6;1
Pune;2016;47300;Diesel;0;First;24.3;5;9735.0;Maruti;Vitara Brezza ZDi Plus Dual Tone;1248.0;88.5;1
Delhi;2012;61449;Petrol;0;First;0.0;5;2365.0;Hyundai;Santro Xing GL;1086.0;98.6;0
Kochi;2013;47910;Diesel;0;First;20.54;5;5378.999999999999;Volkswagen;Vento Diesel Comfortline;1598.0;103.6;0
Hyderabad;2015;62000;Diesel;0;First;20.14;5;6875.0;Volkswagen;Polo 1.5 TDI Highline;1498.0;88.8;0
Chennai;2012;65060;Diesel;0;First;22.9;5;5280.0;Maruti;Swift ZDi;1248.0;98.6;0
Jaipur;2008;82203;Petrol;0;First;19.81;5;1980.0;Hyundai;i10 Era 1.1;1086.0;68.05;0
Kolkata;2013;44000;Diesel;0;First;16.0;7;7974.999999999999;Mahindra;XUV500 W8 2WD;2179.0;140.0;0
Coimbatore;2014;53817;Diesel;0;First;25.47;7;8316.0;Maruti;Ertiga VDI;1248.0;88.5;1
Kochi;2013;61591;Diesel;0;First;16.0;7;7502.0;Mahindra;XUV500 W8 2WD;2179.0;140.0;0
Jaipur;2011;86500;Diesel;0;Second;21.12;5;1980.0;Tata;Manza Aura Quadrajet BS IV;1248.0;88.8;0
Pune;2009;100000;Diesel;1;First;11.0;5;12650.0;Mercedes-Benz;E-Class 280 CDI;2987.0;198.5;0
Chennai;2010;87000;Petrol;0;First;15.6;5;3080.0;Maruti;SX4 Zxi with Leather BSIII;1586.0;104.68;0
Hyderabad;2016;35000;Petrol;1;First;20.51;5;6050.0;Maruti;Wagon R AMT VXI;998.0;98.6;0
Kolkata;2016;6000;Petrol;0;First;20.63;5;2970.0;Datsun;GO NXT;1198.0;67.06;0
Jaipur;2014;59327;Diesel;0;First;20.0;5;3575.0;Ford;Figo Diesel ZXI;1399.0;98.6;0
Coimbatore;2014;81001;Diesel;1;First;17.2;5;11990.0;Skoda;Superb Elegance 2.0 TDI CR AT;1968.0;138.1;0
Kochi;2014;44612;Petrol;0;First;18.5;5;4477.0;Hyundai;i20 1.2 Magna;1197.0;98.6;0
Ahmedabad;2016;42388;Diesel;1;First;11.36;7;19800.0;Toyota;Innova Crysta 2.8 ZX AT;2755.0;171.5;1
Mumbai;2012;54000;Petrol;0;First;19.4;5;3245.0;Honda;Brio V MT;1198.0;86.8;0
Mumbai;2011;83010;Diesel;1;First;17.2;5;8250.0;Skoda;Superb Elegance 2.0 TDI CR AT;1968.0;138.1;0
Coimbatore;2016;65405;Diesel;1;First;13.0;5;36002.99999999999;Mercedes-Benz;E-Class 2015-2017 E250 CDI Avantgarde;2143.0;204.0;0
Delhi;2015;36000;Diesel;1;Second;12.55;7;23650.0;Toyota;Fortuner 4x2 AT TRD Sportivo;2982.0;168.7;0
Pune;2008;85000;Petrol;0;First;16.51;5;2750.0;Maruti;SX4 ZXI MT BSIV;1586.0;103.2;0
Ahmedabad;2016;35000;Diesel;0;First;27.3;5;6050.0;Honda;Jazz 1.5 V i DTEC;1498.0;98.6;0
Mumbai;2012;54000;Petrol;1;First;14.53;5;8250.0;Toyota;Corolla Altis 2008-2013 1.8 VL AT;1794.0;138.1;0
Mumbai;2007;70000;Petrol;0;First;16.9;5;1705.0;Honda;City ZX VTEC;1497.0;100.0;0
Kolkata;2017;27001;Diesel;1;First;20.68;5;31900.0;BMW;X1 xDrive 20d M Sport;1995.0;190.0;1
Coimbatore;2019;41075;Diesel;0;First;28.4;5;9240.0;Maruti;Swift DDiS VDI;1248.0;98.6;0
Hyderabad;2016;26000;Diesel;0;First;25.32;6;7150.0;Mahindra;KUV 100 mFALCON D75 K8;1198.0;98.6;0
Mumbai;2010;55000;Petrol;0;First;16.0;5;2585.0;Honda;Jazz Mode;1198.0;98.6;0
Mumbai;2016;19000;Petrol;0;First;20.4;5;6105.0;Maruti;Swift ZXI;1197.0;81.8;0
Mumbai;2016;15000;Petrol;1;First;18.9;5;5885.0;Hyundai;Grand i10 Asta Option AT;1197.0;98.6;0
Chennai;2016;37000;Petrol;0;First;17.8;5;5775.0;Honda;Amaze SX i-VTEC;1198.0;86.7;0
Coimbatore;2017;38712;Petrol;0;First;18.9;5;6457.0;Hyundai;Grand i10 1.2 Kappa Sportz;1197.0;81.86;1
Kochi;2014;52400;Diesel;0;First;20.54;5;5896.0;Volkswagen;Vento Diesel Comfortline;1598.0;103.6;0
Bangalore;2016;23988;Diesel;0;First;28.09;5;8525.0;Maruti;Ciaz 1.3 S;1248.0;88.5;0
Kochi;2014;32283;Petrol;1;Second;14.4;5;5951.0;Volkswagen;Vento Petrol Highline AT;1598.0;103.6;0
Bangalore;2010;52000;Petrol;0;First;18.5;5;4015.0;Hyundai;i20 1.2 Magna;1197.0;98.6;0
Pune;2016;32000;Petrol;1;First;16.5;5;5775.0;Honda;Brio VX AT;1198.0;86.8;0
Kolkata;2014;39000;Petrol;0;First;17.4;5;6875.0;Honda;City i VTEC VX;1497.0;117.3;0
Coimbatore;2017;14149;Petrol;0;First;23.9;4;3817.0;Tata;Nano XT;624.0;37.48;0
Mumbai;2006;103000;Petrol;1;First;10.13;5;9735.0;Mercedes-Benz;S Class 2005 2013 S 350 L;3498.0;364.9;0
Pune;2004;82000;Petrol;0;First;14.0;5;935.0;Maruti;Wagon R LXI BSIII;1061.0;98.6;0
Mumbai;2015;34000;Petrol;1;First;13.7;5;15015.0;Skoda;Superb Elegance 1.8 TSI AT;1798.0;157.75;0
Coimbatore;2016;45180;Diesel;1;First;12.07;7;55242.0;Audi;Q7 35 TDI Quattro Technology;2967.0;241.4;0
Ahmedabad;2018;2000;Petrol;0;First;22.0;5;8525.0;Maruti;Swift ZXI Plus;1197.0;81.8;1
Coimbatore;2011;82321;Diesel;0;First;12.8;7;11055.0;Toyota;Innova 2.5 G4 Diesel 7-seater;2494.0;102.0;0
Kolkata;2011;7000;Petrol;1;First;12.05;5;10725.0;BMW;3 Series 320i Sedan;1995.0;154.0;0
Delhi;2015;27000;Diesel;1;First;17.9;5;25300.0;Mercedes-Benz;GLA Class 200 CDI SPORT;2143.0;136.0;0
Coimbatore;2019;31271;Diesel;0;First;13.68;8;23562.0;Toyota;Innova Crysta 2.4 VX MT 8S;2393.0;147.8;1
Jaipur;2003;55000;Petrol;0;Third;15.9;5;770.0;Maruti;Esteem LX BSII;1298.0;98.6;0
Delhi;2014;24000;Diesel;0;First;25.2;5;5731.0;Maruti;Swift VDI BSIV;1248.0;98.6;0
Hyderabad;2009;147000;Diesel;0;First;12.99;7;8250.0;Toyota;Innova 2.5 GX (Diesel) 7 Seater;2494.0;100.6;0
Delhi;2012;72351;Diesel;0;First;23.59;5;2915.0;Toyota;Etios Liva GD;1364.0;98.6;0
Chennai;2010;115000;Petrol;0;First;18.6;5;1925.0;Chevrolet;Beat LT;1199.0;79.4;0
Jaipur;2010;82000;Diesel;0;Second;13.8;5;1100.0;Ford;Ikon 1.4 TDCi DuraTorq;1399.0;98.6;0
Delhi;2016;20000;Diesel;1;First;19.27;5;36300.0;Mercedes-Benz;New C-Class C 220 CDI Avantgarde;2143.0;170.0;0
Kolkata;2011;45560;Petrol;0;First;17.6;5;2420.0;Toyota;Etios G;1496.0;88.73;0
Kochi;2017;57539;Diesel;0;First;12.8;7;14113.0;Toyota;Innova 2.5 GX (Diesel) 7 Seater BS IV;2494.0;102.0;0
Kochi;2018;20004;Diesel;1;First;17.54;4;75834.0;BMW;6 Series Gran Coupe;2993.0;313.0;0
Mumbai;2012;54500;Diesel;0;First;21.13;5;4509.999999999999;Skoda;Rapid 1.5 TDI Ambition;1498.0;108.4;1
Jaipur;2016;27886;Petrol;0;First;22.0;5;3135.0;Hyundai;EON Magna;814.0;98.6;0
Mumbai;2007;66000;Petrol;1;First;11.1;5;4070.0;Honda;CR-V 2.4L 4WD AT;2354.0;158.8;0
Coimbatore;2013;72202;Diesel;1;First;20.0;5;9966.0;Skoda;Laura Elegance 2.0 TDI CR AT;1968.0;138.1;0
Delhi;2011;70000;Petrol;0;Second;13.4;5;5225.0;Skoda;Laura RS;1798.0;157.8;0
Jaipur;2015;78233;Diesel;0;First;26.0;5;7260.0;Honda;City i DTec S;1498.0;98.6;0
Chennai;2007;120203;Diesel;0;Second;13.93;7;3850.0;Tata;New Safari 4X4 EX;2179.0;138.0;0
Pune;2011;20575;Petrol;0;First;19.0;5;2200.0;Maruti;Zen Estilo LXI BS IV;998.0;67.1;0
Mumbai;2013;39879;Petrol;0;First;17.8;5;4279.0;Honda;Amaze S i-VTEC;1198.0;86.7;0
Jaipur;2017;31056;Petrol;0;First;23.01;5;3960.0;Renault;KWID 1.0 RXL;999.0;98.6;0
Mumbai;2015;50940;Petrol;1;First;19.12;5;7645.0;Maruti;Ciaz AT ZXi;1373.0;91.1;0
Coimbatore;2016;99362;Diesel;0;First;22.54;5;7733.0;Hyundai;i20 Asta Option 1.4 CRDi;1396.0;88.73;0
Ahmedabad;2016;54000;Diesel;0;First;13.68;7;18150.0;Toyota;Innova Crysta 2.4 ZX MT;2393.0;147.8;1
Coimbatore;2016;54268;Diesel;0;First;28.09;5;8437.0;Maruti;Ciaz ZDi Plus SHVS;1248.0;88.5;0
Coimbatore;2012;94521;Diesel;1;First;14.74;5;25509.0;Jaguar;XF Diesel;2993.0;270.9;0
Kochi;2017;38932;Petrol;0;First;19.1;5;6831.0;Hyundai;Xcent 1.2 Kappa S;1197.0;98.6;0
Coimbatore;2015;60395;Diesel;1;First;16.12;5;50402.0;Porsche;Cayenne Diesel;2967.0;245.0;0
Mumbai;2016;29000;Diesel;0;First;24.4;5;6545.0;Hyundai;Xcent 1.1 CRDi S;1120.0;98.6;0
Delhi;2011;58000;Diesel;1;First;16.55;5;12100.0;Audi;A4 2.0 TDI Multitronic;1968.0;140.0;0
Coimbatore;2016;60913;Petrol;0;First;20.73;5;7908.999999999999;Maruti;Ciaz RS ZXi Plus;1373.0;91.1;0
Delhi;2011;65000;Diesel;0;First;12.8;8;7040.0;Toyota;Innova 2.5 G4 Diesel 8-seater;2494.0;102.0;0
Chennai;2015;26000;Diesel;0;First;15.8;5;28600.0;Mercedes-Benz;New C-Class 220 CDI MT;2148.0;170.0;0
Hyderabad;2016;19947;Petrol;0;First;20.36;5;4950.0;Hyundai;i10 Sportz;1197.0;78.9;0
Chennai;2011;70816;Petrol;1;First;16.95;5;3410.0;Hyundai;i10 Sportz 1.2 AT;1197.0;78.9;0
Delhi;2015;54000;Diesel;0;First;27.39;5;6545.0;Maruti;Baleno Zeta 1.3;1248.0;98.6;0
Delhi;2008;138000;Petrol;0;First;18.2;5;1320.0;Maruti;Zen Estilo 1.1 VXI BSIII;1061.0;98.6;0
Chennai;2014;35000;Diesel;1;First;16.46;5;57200.0;BMW;7 Series 730Ld;2993.0;258.0;0
Bangalore;2015;50000;Diesel;1;First;11.33;7;52800.0;Audi;Q7 4.2 TDI Quattro Technology;4134.0;335.2;0
Hyderabad;2011;124652;Diesel;1;First;11.7;5;24189.0;BMW;X5 xDrive 30d;2993.0;245.0;0
Hyderabad;2013;80264;Petrol;0;First;21.1;5;4730.0;Maruti;Ritz LXI;1197.0;85.8;0
Pune;2013;125600;Diesel;0;First;21.64;5;4125.0;Nissan;Sunny 2011-2014 Diesel XL;1461.0;84.8;0
Mumbai;2015;49000;Petrol;0;First;14.28;5;9844.999999999998;Toyota;Corolla Altis 1.8 Limited Edition;1798.0;138.03;0
Pune;2012;111000;Diesel;0;First;23.59;5;5225.0;Toyota;Etios VXD;1364.0;67.1;0
Coimbatore;2016;33690;Petrol;0;First;14.28;5;16059.999999999998;Toyota;Corolla Altis GL MT;1798.0;138.03;0
Mumbai;2012;50000;Diesel;1;First;17.68;5;19250.0;Audi;A6 2011-2015 2.0 TDI Premium Plus;1968.0;174.33;0
Kolkata;2012;38092;Diesel;0;First;20.77;7;5720.0;Maruti;Ertiga ZDI;1248.0;88.8;0
Coimbatore;2017;47774;Petrol;0;First;18.9;5;6644.0;Hyundai;Grand i10 Sportz;1197.0;98.6;0
Chennai;2009;167000;Diesel;0;Second;19.09;5;2970.0;Tata;Indigo CS LX (TDI) BS III;1396.0;98.6;0
Chennai;2019;65000;Diesel;1;First;26.59;5;7425.0;Maruti;Swift Dzire AMT ZDI;1248.0;98.6;0
Kolkata;2011;46000;Petrol;0;First;15.26;5;2585.0;Volkswagen;Polo Petrol Highline 1.6L;1598.0;103.5;0
Hyderabad;2017;16500;Petrol;0;First;23.84;5;5500.0;Tata;Tiago 1.2 Revotron XZ WO Alloy;1199.0;98.6;1
Kolkata;2016;39000;Petrol;0;First;17.8;5;7645.0;Honda;City i VTEC VX;1497.0;117.3;0
Jaipur;2018;6000;Petrol;0;First;19.5;5;7370.0;Honda;Amaze V Petrol;1199.0;86.76;1
Hyderabad;2015;60000;Diesel;1;First;17.11;5;27500.0;Audi;A4 35 TDI Premium;1968.0;174.33;0
Chennai;2011;97320;Petrol;1;First;14.4;5;4125.0;Volkswagen;Vento Petrol Highline AT;1598.0;103.6;0
Chennai;2011;99807;Diesel;0;First;20.54;5;4125.0;Volkswagen;Vento Diesel Trendline;1598.0;103.6;0
Pune;2013;46000;Petrol;0;First;17.0;5;5609.999999999999;Honda;City 1.5 S MT;1497.0;118.0;0
